salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
37485.44,3,420,71,77584.36,2.9,9595.44,16061.49,0.43,Denied
54977.92,2,809,27,349100.88,3.2,6028.09,5636.52,0.1,Approved
49846.65,13,607,82,37421.04,3.1,5101.98,47202.97,0.95,Denied
31009.93,10,760,65,233739.1,2.9,4280.22,18033.19,0.58,Denied
38435.44,13,665,36,425624.73,3.6,-211.04,38668.66,1.01,Denied
46866.39,21,640,54,170640.62,3.6,5624.74,39795.32,0.85,Denied
35773.08,14,672,20,464819.83,3.5,1065.63,24028.42,0.67,Denied
53991.97,29,526,75,376221.4,2.9,4105.14,23259.56,0.43,Denied
43904.42,22,451,34,198493.63,3.9,8882.24,34775.47,0.79,Denied
35612.39,30,745,41,372600.39,3.2,5286.1,38058.84,1.07,Denied
48883.93,22,615,62,405529.7,2.7,419.39,16990.69,0.35,Approved
46989.39,7,794,85,450445.99,3.7,9006.37,46504.09,0.99,Denied
40772.28,30,477,66,204297.97,2.8,7572.95,57320.97,1.41,Denied
42195.75,6,646,25,390442.78,3.8,-559.11,20968.13,0.5,Denied
51840.71,7,487,34,177415.72,2.7,5421.68,32061.52,0.62,Denied
35551.44,6,632,73,95391.09,3.6,8998.5,21767.36,0.61,Denied
38896.23,28,682,31,91669.79,2.5,9937.54,6010.6,0.15,Approved
46726.47,28,519,56,382906.9,3.4,8858.48,47348.04,1.01,Denied
46988.91,28,818,41,430726.19,2.8,4604.93,63084.14,1.34,Denied
28742.74,9,837,54,435140.37,2.8,6319.7,55023.33,1.91,Denied
27605.84,16,356,64,363628.36,2.9,2077.09,59601.11,2.16,Denied
46652.44,6,741,66,388024.19,2.8,9131.96,33324.72,0.71,Denied
52764.06,21,674,38,393591.63,2.6,7502.67,5925.75,0.11,Approved
48162.36,1,386,70,303657.3,2.9,-354.93,34741.67,0.72,Denied
49716.7,2,390,72,208101.88,3.5,9496.41,52141.4,1.05,Denied
54959.27,9,350,44,284854.65,3.2,634.68,52009.39,0.95,Denied
29236.25,1,734,56,330567.48,3.2,8372.91,65756.97,2.25,Denied
38782.92,16,818,22,495753.51,2.6,5416.26,21208.74,0.55,Denied
47698.29,4,554,85,459702.53,2.9,2374.83,41209.77,0.86,Denied
26757.99,26,452,45,315570.98,4.0,5732.29,55721.87,2.08,Denied
55622.48,13,604,83,388504.75,2.9,9571.18,12286.9,0.22,Approved
30507.57,21,424,71,204774.02,3.8,1718.32,63675.72,2.09,Denied
44063.32,1,722,71,146534.06,3.9,8930.97,49428.9,1.12,Denied
33643.16,5,655,85,206840.84,3.9,9971.79,34095.53,1.01,Denied
45526.82,12,556,84,416618.28,3.3,7741.3,13488.44,0.3,Approved
54814.77,27,742,58,48068.13,2.6,3238.94,20626.25,0.38,Denied
37793.49,1,804,47,181281.58,3.1,-108.76,61694.18,1.63,Denied
42686.49,11,793,77,154188.6,3.6,5692.16,70141.98,1.64,Denied
48935.51,14,434,19,215352.72,3.9,9317.57,71029.31,1.45,Denied
51916.48,13,679,72,152925.22,3.5,3642.85,24433.1,0.47,Denied
51279.73,5,710,20,354814.46,2.8,3927.53,62083.5,1.21,Denied
58264.62,9,436,49,350908.6,3.3,2534.91,46846.41,0.8,Denied
54995.01,9,371,22,94683.36,3.9,2170.51,47849.85,0.87,Denied
38311.72,20,564,25,431304.02,2.9,6814.42,49940.8,1.3,Denied
40480.52,16,720,67,335732.83,3.3,7975.48,4462.86,0.11,Approved
36084.69,7,485,76,387803.92,2.8,9695.08,68650.34,1.9,Denied
28584.85,25,566,26,165536.4,3.2,1140.53,46912.43,1.64,Denied
42795.43,4,365,31,497333.73,4.0,-504.79,34477.5,0.81,Denied
49142.02,13,843,72,284609.56,3.1,8583.7,16196.16,0.33,Approved
37099.72,8,723,47,472720.74,3.8,-782.19,28685.18,0.77,Denied
35367.66,2,651,58,233517.22,3.3,2312.7,45688.04,1.29,Denied
30497.38,29,847,83,124078.18,2.7,1072.77,32320.25,1.06,Denied
26763.15,1,644,39,161543.53,3.5,9947.94,34043.67,1.27,Denied
32117.84,9,790,31,283548.35,3.0,1735.51,67985.42,2.12,Denied
40882.02,7,640,44,220476.8,2.7,5168.08,6906.64,0.17,Approved
56261.9,29,352,66,58287.84,2.9,685.4,13456.07,0.24,Approved
42989.69,2,568,52,263267.61,2.8,5549.68,29013.18,0.67,Denied
56818.42,16,511,81,397802.97,3.8,1258.78,50358.38,0.89,Denied
51425.18,28,465,60,317184.98,2.5,4206.88,51785.53,1.01,Denied
44249.25,16,435,50,78573.16,2.7,9280.85,47035.81,1.06,Denied
35223.06,15,418,78,107609.43,2.8,5196.08,47660.38,1.35,Denied
41946.51,23,383,56,165947.94,4.0,5500.68,50028.55,1.19,Denied
52411.98,25,556,76,171446.34,2.6,1623.59,73956.32,1.41,Denied
50493.14,9,789,82,431695.59,3.3,6191.13,30808.36,0.61,Denied
30295.37,13,593,65,492846.1,3.8,1119.38,57134.36,1.89,Denied
36013.83,15,622,39,32060.23,3.9,6735.28,18121.69,0.5,Denied
32386.56,28,372,50,282721.47,3.1,7685.57,62959.05,1.94,Denied
48558.57,15,723,51,363243.68,3.8,272.69,26843.68,0.55,Denied
57415.33,30,599,22,436600.71,2.5,7199.93,50874.13,0.89,Denied
35293.71,16,497,53,471107.94,2.5,6123.76,65040.6,1.84,Denied
55104.43,5,476,70,96315.75,3.1,4804.85,68951.4,1.25,Denied
32582.55,23,453,46,64245.74,3.4,1247.05,45398.1,1.39,Denied
56882.73,4,812,84,430822.2,3.9,815.15,6267.81,0.11,Approved
40070.21,11,451,19,431700.7,2.7,8594.04,20829.45,0.52,Denied
46486.68,12,769,18,272111.95,2.9,9719.56,69089.94,1.49,Denied
36270.53,18,604,25,254756.66,3.1,7262.07,21817.74,0.6,Denied
54230.45,25,747,19,405999.31,3.6,9608.22,47715.47,0.88,Denied
52166.17,21,728,51,272624.21,2.7,1439.58,12577.08,0.24,Approved
47964.18,14,568,67,487665.62,2.6,-245.19,7152.73,0.15,Approved
33396.19,28,832,30,457325.9,3.0,1162.71,68272.85,2.04,Denied
39171.01,18,613,71,432784.68,2.8,9238.22,4398.59,0.11,Approved
31363.12,13,363,73,258665.27,3.8,7620.56,49013.98,1.56,Denied
54525.04,29,783,18,320401.22,2.8,6835.79,61727.8,1.13,Denied
44518.32,26,784,35,390476.46,3.8,9599.15,65910.45,1.48,Denied
44744.86,16,454,30,490698.47,3.6,6296.79,44059.77,0.98,Denied
44434.99,25,774,83,167617.01,3.3,400.75,31858.36,0.72,Denied
43417.97,8,569,52,233837.96,3.1,-101.52,2694.68,0.06,Approved
34116.2,1,599,74,152165.48,2.6,1273.59,33155.28,0.97,Denied
34097.51,9,781,19,433298.76,3.0,320.75,64332.67,1.89,Denied
57174.59,26,631,24,413400.08,2.7,2496.67,30200.97,0.53,Denied
28304.31,19,593,41,399723.35,3.4,1271.24,56752.29,2.01,Denied
34398.56,23,527,62,221246.31,3.8,8943.74,16253.15,0.47,Denied
54063.47,13,798,44,212669.79,3.9,5287.21,56545.5,1.05,Denied
52215.34,10,428,75,315108.48,3.0,2127.96,14088.67,0.27,Approved
49251.03,10,604,59,81815.59,3.9,7963.24,4909.15,0.1,Approved
46079.24,22,590,53,371820.14,3.3,5081.05,36221.38,0.79,Denied
34268.52,18,747,47,453679.89,2.8,6298.82,4017.33,0.12,Approved
28717.59,29,695,23,196353.42,3.4,565.76,46139.44,1.61,Denied
27607.6,11,691,33,67843.14,2.6,9107.75,8633.66,0.31,Approved
33826.53,5,677,24,369146.5,3.0,9196.71,37352.92,1.1,Denied
34354.67,9,806,73,236109.63,2.7,7147.9,71835.52,2.09,Denied
53991.69,22,360,52,47781.05,3.2,7603.86,59875.94,1.11,Denied
32171.36,25,363,74,344470.59,3.3,9216.1,64078.1,1.99,Denied
30861.47,15,697,39,291146.01,2.7,8983.11,52288.49,1.69,Denied
27786.51,22,722,70,230425.97,3.9,4924.63,67290.31,2.42,Denied
41170.84,28,727,29,344338.68,3.4,-499.22,25785.02,0.63,Denied
42136.73,22,659,55,370138.68,3.0,7484.97,72925.42,1.73,Denied
44182.96,11,433,22,21689.26,2.7,6246.86,17279.33,0.39,Denied
53658.83,2,421,33,395312.64,3.6,6189.63,58555.13,1.09,Denied
45080.14,21,390,52,96713.82,3.2,3665.12,19709.12,0.44,Denied
52600.62,15,709,82,226773.07,3.4,6674.52,14233.16,0.27,Approved
55010.14,13,664,68,164844.79,3.2,948.23,50046.54,0.91,Denied
27202.31,19,691,27,191392.19,3.4,-807.86,2333.62,0.09,Approved
37891.53,17,820,55,85706.3,3.4,6678.78,48556.28,1.28,Denied
48287.74,10,563,43,468706.03,2.8,8251.61,57803.51,1.2,Denied
39711.25,2,563,61,160900.17,3.5,6582.24,51490.84,1.3,Denied
32226.4,18,391,50,385596.54,2.9,7538.1,57398.64,1.78,Denied
51967.32,25,701,49,132569.67,3.1,9700.31,60046.24,1.16,Denied
42779.5,18,421,42,259247.87,2.9,6046.65,38923.23,0.91,Denied
49843.95,23,837,80,49970.42,2.9,7795.73,41486.53,0.83,Denied
57836.98,24,535,71,219693.09,4.0,4354.34,7419.61,0.13,Approved
28135.03,7,592,48,258757.2,3.5,1129.05,34902.41,1.24,Denied
53815.82,2,745,73,186850.64,3.8,9612.29,14547.15,0.27,Approved
39596.3,10,491,42,318603.66,3.3,9236.89,10334.31,0.26,Approved
31866.4,21,488,80,232705.92,3.7,1814.3,43194.41,1.36,Denied
41804.95,3,422,46,10284.31,3.6,9580.13,60101.01,1.44,Denied
31875.52,21,719,80,198621.46,3.5,9500.98,49361.62,1.55,Denied
51321.54,9,633,33,455599.03,3.6,1512.76,53630.53,1.04,Denied
33556.44,5,772,66,11326.37,3.6,8245.46,42118.65,1.26,Denied
45590.36,17,384,47,138953.07,2.7,1677.94,30025.36,0.66,Denied
48925.94,9,565,61,140825.37,3.6,4123.54,40989.42,0.84,Denied
42003.07,13,850,82,180113.22,4.0,6388.03,57670.05,1.37,Denied
51409.5,17,705,82,364793.28,2.9,4800.8,58945.92,1.15,Denied
58410.81,21,661,23,95040.29,2.8,9433.81,41105.79,0.7,Denied
56046.09,20,822,53,13603.93,2.9,9214.92,31112.12,0.56,Denied
51535.47,9,541,45,83833.15,3.9,8133.79,31239.5,0.61,Denied
30087.11,29,620,51,12052.28,3.5,4536.9,25648.94,0.85,Denied
56591.74,10,385,64,327831.56,3.1,718.2,35984.5,0.64,Denied
49655.53,7,784,63,229158.41,3.4,1343.72,47368.15,0.95,Denied
57063.86,26,780,36,395251.85,3.2,3721.39,47856.35,0.84,Denied
51332.24,30,404,34,416514.18,2.6,2453.81,3460.03,0.07,Approved
32812.35,18,498,31,187123.94,2.6,8872.21,61327.09,1.87,Denied
28801.96,16,699,63,328671.32,2.7,4726.85,9501.77,0.33,Approved
35060.1,4,654,65,449198.27,3.8,764.98,36758.92,1.05,Denied
37105.23,10,665,24,476918.44,3.1,4093.24,32782.57,0.88,Denied
43339.64,23,757,31,452187.11,3.2,3003.14,7228.99,0.17,Approved
41167.76,11,408,31,321374.15,2.8,7718.37,14240.41,0.35,Approved
58828.72,17,360,35,358070.57,3.7,8134.87,15493.43,0.26,Approved
38225.12,18,708,73,315522.35,3.4,2922.8,6080.89,0.16,Approved
37033.49,19,807,20,79949.0,3.3,1124.11,1375.35,0.04,Approved
50441.86,29,647,75,259663.26,3.7,5409.5,10735.89,0.21,Approved
41816.2,1,560,77,99096.27,2.9,2525.79,33049.51,0.79,Denied
40962.08,16,701,82,168222.49,3.3,4351.87,52135.73,1.27,Denied
59618.79,28,704,50,188921.29,2.7,-621.14,33505.16,0.56,Denied
38345.64,7,593,46,478271.65,3.9,110.2,20354.0,0.53,Denied
35950.46,24,816,20,323812.24,3.0,2007.57,74507.48,2.07,Denied
29412.89,29,525,47,88133.1,2.6,795.96,73344.13,2.49,Denied
36119.8,25,401,37,451409.15,3.9,4722.22,10774.15,0.3,Approved
29532.32,23,355,27,334626.85,2.6,8445.07,16278.84,0.55,Denied
32257.83,4,426,22,120381.52,3.6,9002.54,62640.48,1.94,Denied
32436.17,24,614,53,185848.35,3.7,3342.51,20418.17,0.63,Denied
31517.94,8,533,58,301212.22,3.8,-147.66,9182.6,0.29,Approved
57670.55,9,602,50,56620.86,3.6,5447.77,48278.8,0.84,Denied
38395.78,22,376,42,184988.26,3.3,-880.36,56402.49,1.47,Denied
40718.37,12,708,63,50926.9,3.7,1463.55,57244.86,1.41,Denied
56255.51,5,567,39,293003.64,3.1,8764.07,36009.65,0.64,Denied
33884.81,22,597,34,119618.67,3.2,3628.4,19338.67,0.57,Denied
30614.32,10,808,49,460688.19,3.1,2726.77,3330.44,0.11,Approved
31916.91,29,560,58,15179.7,3.4,-496.15,39203.4,1.23,Denied
43190.98,1,839,25,206150.95,3.9,7178.34,24859.55,0.58,Denied
45277.85,7,685,41,36734.12,2.8,9327.36,66708.57,1.47,Denied
39824.62,7,495,76,289152.11,3.2,335.48,31522.48,0.79,Denied
46570.74,5,434,85,148604.47,3.3,4471.84,51517.5,1.11,Denied
37126.94,22,405,79,209558.75,4.0,-677.5,27644.33,0.74,Denied
34658.51,22,527,58,274336.34,2.5,4143.56,44496.54,1.28,Denied
38472.55,24,519,66,442163.73,3.6,2835.8,58246.57,1.51,Denied
29956.4,13,568,67,441394.68,3.4,1993.81,1562.24,0.05,Approved
53962.81,15,742,51,103737.9,3.9,720.23,61651.26,1.14,Denied
49510.76,19,636,25,390432.85,3.6,2412.58,32500.12,0.66,Denied
45133.99,9,771,49,496522.09,3.1,672.74,64794.42,1.44,Denied
27186.76,5,800,40,98388.58,3.5,3273.75,4810.19,0.18,Approved
36500.51,13,399,30,302847.06,3.8,4317.75,56072.92,1.54,Denied
30264.03,1,446,31,215109.88,3.0,7118.52,57231.77,1.89,Denied
26558.07,1,622,71,342423.3,3.0,5088.32,15326.2,0.58,Denied
39735.77,10,391,20,437062.75,3.4,1320.98,67400.54,1.7,Denied
59358.66,25,680,45,171279.01,3.3,9216.2,41729.13,0.7,Denied
53743.7,28,547,18,429753.69,3.8,7260.88,15608.92,0.29,Approved
36777.19,18,689,45,259544.65,3.2,6141.96,24875.77,0.68,Denied
50922.21,5,520,77,349551.05,3.6,1824.56,45293.46,0.89,Denied
47762.75,15,525,75,252674.1,2.8,9582.59,36602.13,0.77,Denied
54399.55,13,423,26,443583.61,2.6,234.57,74550.64,1.37,Denied
45562.87,22,823,31,115921.1,3.9,8126.09,45067.6,0.99,Denied
54098.63,16,665,76,277760.0,3.3,8291.79,68513.08,1.27,Denied
44478.14,26,622,19,498803.94,2.6,1931.28,23330.89,0.52,Denied
48806.6,20,635,77,222780.07,3.3,1011.61,74849.8,1.53,Denied
28982.25,28,841,81,141035.07,3.9,373.02,61411.38,2.12,Denied
40908.87,29,843,18,460719.6,3.3,8986.0,52285.08,1.28,Denied
41767.48,28,514,57,277385.48,3.3,9842.22,30976.93,0.74,Denied
48396.44,19,371,20,234270.65,3.2,1676.6,62949.37,1.3,Denied
26885.06,1,595,44,386695.7,3.5,1342.72,48188.56,1.79,Denied
53770.13,4,726,40,58671.62,2.6,2000.93,2691.23,0.05,Approved
44124.53,14,389,29,266188.8,3.0,7245.45,54234.64,1.23,Denied
47612.27,8,793,66,436425.64,2.6,-51.77,41493.31,0.87,Denied
45582.88,7,525,68,161327.82,2.8,9216.86,44001.74,0.97,Denied
28522.72,20,424,69,292374.59,2.6,2124.5,63483.51,2.23,Denied
27019.18,10,760,80,10842.97,3.6,3261.2,1123.28,0.04,Approved
27947.4,30,622,80,206688.44,3.9,4827.58,51347.89,1.84,Denied
49673.88,1,785,49,24955.64,3.9,3608.26,54348.51,1.09,Denied
40996.12,30,371,85,218630.02,3.0,-472.58,14978.49,0.37,Denied
30146.66,21,731,34,38084.46,3.2,6191.03,45773.12,1.52,Denied
47942.55,6,672,25,271167.63,3.3,7913.66,65891.29,1.37,Denied
38858.74,24,653,43,381084.58,4.0,7877.41,58490.84,1.51,Denied
35667.56,21,705,42,487379.59,3.9,1753.37,68666.21,1.93,Denied
31068.7,15,713,54,343110.52,4.0,8940.56,40338.21,1.3,Denied
43894.38,1,763,61,268540.75,3.4,7114.25,66036.96,1.5,Denied
28241.41,22,693,60,455407.07,3.7,3896.19,70312.25,2.49,Denied
51288.59,26,589,85,155632.04,3.0,4137.97,20166.35,0.39,Denied
56021.76,17,808,84,457859.38,2.6,1503.72,56209.93,1.0,Denied
51371.25,29,575,80,421439.54,3.5,2553.49,54761.64,1.07,Denied
26778.61,9,762,84,92717.2,2.9,3339.33,36006.13,1.34,Denied
53754.2,19,631,21,432835.2,3.2,8097.51,40388.85,0.75,Denied
59516.55,2,576,53,338870.18,3.3,101.66,10935.22,0.18,Approved
39926.51,2,536,52,3258.47,2.6,4082.29,32495.25,0.81,Denied
56745.08,28,565,59,330475.05,4.0,-2.67,15875.03,0.28,Approved
37656.33,23,721,85,120680.28,3.2,5220.15,38856.75,1.03,Denied
31862.78,24,493,44,219497.76,3.0,3857.32,45724.3,1.44,Denied
51558.6,12,548,68,26495.49,3.2,2174.04,13790.91,0.27,Approved
56231.13,23,372,31,309438.77,4.0,3317.5,12604.63,0.22,Approved
59459.66,2,607,77,466680.49,2.8,2766.36,19749.3,0.33,Approved
44073.13,15,668,21,268944.71,3.6,230.39,35715.44,0.81,Denied
27128.82,28,623,36,17105.63,2.8,9242.05,65744.98,2.42,Denied
29300.88,26,436,41,172946.39,2.6,7685.9,56834.17,1.94,Denied
52727.3,16,836,29,256759.72,3.7,890.09,12920.98,0.25,Approved
37792.33,2,377,21,71328.8,3.3,4115.56,42184.46,1.12,Denied
40761.97,27,792,80,454462.36,3.5,6730.07,13985.49,0.34,Approved
46771.17,23,685,43,61985.58,3.6,7584.91,9871.98,0.21,Approved
50593.16,13,669,25,390007.17,3.2,9325.01,34016.15,0.67,Denied
29656.1,27,532,61,230495.12,3.0,8074.83,38322.15,1.29,Denied
46364.9,4,753,70,215305.29,3.4,7942.31,47032.61,1.01,Denied
50750.95,5,406,28,433897.58,3.6,7548.86,68906.41,1.36,Denied
58916.49,28,555,58,393525.7,3.9,9925.28,49500.47,0.84,Denied
43272.48,29,777,22,333188.12,3.0,-512.22,60042.63,1.39,Denied
31792.96,3,411,35,412331.26,3.0,6385.8,10011.58,0.31,Approved
59657.63,5,741,71,413605.04,3.3,7978.06,34013.73,0.57,Denied
46023.38,20,485,82,383636.77,3.3,3331.45,11520.12,0.25,Approved
58961.32,27,674,38,290775.61,2.7,5608.69,34171.02,0.58,Denied
34557.07,9,812,21,294714.65,3.6,8030.18,6499.87,0.19,Approved
40088.96,12,743,66,344016.31,3.8,3031.57,30811.94,0.77,Denied
54254.45,30,640,76,397511.95,2.8,4149.16,64091.75,1.18,Denied
46385.46,25,717,38,140863.79,3.8,6980.27,751.97,0.02,Approved
43099.0,2,815,29,471109.79,3.1,4727.59,36566.11,0.85,Denied
34686.16,14,789,21,276854.98,3.7,7416.61,5417.09,0.16,Approved
58380.82,14,730,63,17355.39,2.6,8437.84,63675.18,1.09,Denied
30269.17,4,780,85,294148.65,3.3,1846.6,15263.57,0.5,Denied
58053.92,8,409,82,48019.52,2.6,101.8,8784.49,0.15,Approved
50319.7,22,563,66,187243.35,2.8,8469.18,13814.79,0.27,Approved
42482.66,19,632,25,157335.15,3.8,6460.77,63675.21,1.5,Denied
51469.02,19,398,44,485743.66,2.5,9643.83,29005.44,0.56,Denied
40275.15,12,744,36,296372.54,3.0,3014.83,47093.59,1.17,Denied
57429.23,14,458,70,92391.24,3.5,8890.15,28308.52,0.49,Denied
35110.51,15,650,40,345371.43,3.7,5136.94,74628.73,2.13,Denied
57185.87,15,440,72,336002.38,3.0,6089.71,60880.62,1.06,Denied
29953.65,30,420,53,302463.7,3.8,8508.35,66710.7,2.23,Denied
38534.56,5,807,84,265836.25,3.3,9520.64,74469.73,1.93,Denied
52368.4,13,502,27,28064.38,3.4,9065.58,26204.6,0.5,Denied
31774.11,11,816,49,340392.13,3.4,4546.77,55553.37,1.75,Denied
38496.46,5,815,38,214679.38,2.8,-562.06,2177.17,0.06,Approved
46444.22,16,810,66,266307.05,3.1,6186.22,64567.24,1.39,Denied
27480.22,19,689,84,369448.02,3.7,-12.21,64765.0,2.36,Denied
53965.56,9,536,40,85967.58,2.9,2696.82,27498.12,0.51,Denied
46986.49,6,642,40,333052.0,2.9,938.38,33690.25,0.72,Denied
27580.59,18,669,45,383333.41,3.6,536.35,73688.53,2.67,Denied
52582.15,30,696,56,261196.1,3.2,6640.13,46248.63,0.88,Denied
38509.75,28,643,77,361624.13,2.5,1920.21,13410.15,0.35,Approved
46229.85,29,789,23,137705.99,3.5,-970.99,19496.05,0.42,Denied
55285.32,18,459,55,305769.21,2.8,731.25,10131.83,0.18,Approved
38876.67,30,749,84,60587.79,2.7,7193.77,13757.59,0.35,Approved
38041.45,25,377,77,444846.7,3.5,3646.87,26917.87,0.71,Denied
54902.66,1,551,38,327492.36,3.7,4875.32,52476.69,0.96,Denied
26971.38,14,360,21,374051.03,3.8,4345.61,22016.07,0.82,Denied
45588.02,22,451,46,391864.78,3.0,2559.92,48154.64,1.06,Denied
30271.85,2,554,38,470633.03,3.7,5519.68,52960.06,1.75,Denied
40671.03,1,676,27,317208.6,2.7,4846.09,69698.38,1.71,Denied
38489.48,22,833,53,53229.41,3.3,3369.08,50489.99,1.31,Denied
46142.3,26,574,45,82036.55,3.1,1058.31,59794.6,1.3,Denied
35885.68,22,744,61,206768.85,3.0,2206.48,25104.75,0.7,Denied
38502.95,13,703,78,360043.17,2.5,7807.63,34500.75,0.9,Denied
57561.97,28,417,81,282097.22,3.0,140.52,29793.04,0.52,Denied
44913.33,30,401,71,480349.15,3.6,5152.67,32547.42,0.72,Denied
41901.65,8,716,37,402226.55,3.5,8604.0,24419.12,0.58,Denied
44217.53,2,451,74,104002.6,3.8,6566.1,46325.1,1.05,Denied
41815.85,20,360,77,244340.05,2.9,2771.93,25069.19,0.6,Denied
40064.27,9,676,36,249756.69,3.5,1205.88,34908.83,0.87,Denied
37576.79,27,380,77,164924.42,3.6,6877.12,26892.67,0.72,Denied
56970.94,1,831,31,90.67,3.7,1774.72,70180.19,1.23,Denied
47551.92,30,735,40,451981.02,2.6,9466.24,58177.55,1.22,Denied
30292.43,26,743,83,381145.53,2.5,6495.06,34374.6,1.13,Denied
56288.86,12,759,47,401309.84,3.1,4380.01,23233.15,0.41,Denied
51240.43,18,545,73,463015.54,3.6,2598.71,43992.8,0.86,Denied
57790.33,3,774,79,246239.69,3.0,3284.46,50474.46,0.87,Denied
45641.6,25,495,65,223170.38,3.5,739.32,41772.85,0.92,Denied
54454.02,20,617,25,495213.13,2.6,2005.98,66574.39,1.22,Denied
44645.56,10,676,51,409528.1,3.3,-802.92,2645.05,0.06,Approved
47582.76,9,395,51,11112.51,3.2,4030.08,6692.5,0.14,Approved
32468.84,15,686,65,10468.61,3.3,4634.53,68139.19,2.1,Denied
59627.48,26,394,22,103860.28,3.1,4055.31,26543.31,0.45,Denied
31376.88,17,803,18,191819.18,3.1,4367.77,71563.34,2.28,Denied
59868.04,9,451,19,119876.27,3.3,7158.47,67891.1,1.13,Denied
41237.2,19,647,49,482638.37,3.2,7412.02,43854.57,1.06,Denied
47930.96,2,763,69,310297.19,3.5,1519.69,56671.56,1.18,Denied
36415.2,5,662,23,126703.34,3.7,3830.6,30248.36,0.83,Denied
37283.45,19,770,33,83694.22,4.0,9231.94,24548.45,0.66,Denied
28925.69,16,385,62,339224.74,3.3,4577.13,28744.16,0.99,Denied
54380.56,14,767,72,253523.23,3.8,-141.39,41844.42,0.77,Denied
57608.58,17,541,75,91875.0,3.7,473.06,62674.87,1.09,Denied
37896.38,20,516,71,358175.89,2.9,8390.22,56241.51,1.48,Denied
30998.63,23,744,75,3027.86,3.6,1486.19,49112.79,1.58,Denied
59093.36,4,618,52,396596.25,3.3,6401.52,34136.53,0.58,Denied
51755.09,4,511,42,477452.65,2.9,9164.99,10804.56,0.21,Approved
44025.02,2,684,67,375168.26,3.9,6041.6,7042.98,0.16,Approved
57511.99,11,576,24,85834.08,3.8,7404.5,33334.76,0.58,Denied
54505.02,7,387,37,219255.85,3.1,9000.18,4517.34,0.08,Approved
43315.7,22,460,19,403750.03,3.0,361.28,25048.56,0.58,Denied
37194.82,12,398,65,343209.36,3.9,884.3,44024.83,1.18,Denied
43454.32,22,453,66,447514.74,3.2,2223.6,73766.43,1.7,Denied
46479.79,18,700,22,493921.77,3.9,745.46,50534.28,1.09,Denied
59504.83,1,382,70,252773.69,3.7,7987.72,68029.59,1.14,Denied
32117.75,3,533,83,269493.0,3.0,5376.65,21619.22,0.67,Denied
28349.26,18,352,47,172784.74,3.7,306.47,14549.04,0.51,Denied
57697.07,28,372,40,229076.95,3.6,759.01,55732.25,0.97,Denied
32737.67,19,634,20,276926.55,3.7,9048.07,17653.95,0.54,Denied
37150.23,3,713,76,274525.96,2.9,3041.4,34132.63,0.92,Denied
49470.58,15,804,56,37224.06,3.5,1626.75,55214.26,1.12,Denied
29305.33,28,696,55,57449.84,3.2,9993.92,37988.56,1.3,Denied
27392.33,16,522,57,124528.5,3.7,-630.22,71425.19,2.61,Denied
53553.87,19,596,55,34685.13,3.8,2911.76,16192.62,0.3,Approved
53827.37,5,519,71,173318.13,2.8,6454.22,47493.64,0.88,Denied
41426.18,27,617,78,106055.83,3.7,5173.15,53424.99,1.29,Denied
43883.18,2,665,28,159844.03,3.0,2983.47,32991.2,0.75,Denied
33012.89,12,552,74,422029.89,3.1,-671.32,47233.99,1.43,Denied
32203.14,28,497,70,403551.65,3.7,4895.78,72814.41,2.26,Denied
44659.7,23,483,50,259208.66,3.6,34.99,9619.84,0.22,Approved
58282.9,11,769,31,250306.43,3.8,2596.39,3414.34,0.06,Approved
44730.12,20,380,70,190644.21,4.0,7177.62,50507.05,1.13,Denied
59985.51,16,761,38,498098.67,2.7,3110.63,16481.34,0.27,Approved
31802.23,16,468,50,323880.37,3.1,8407.22,53454.16,1.68,Denied
31461.54,23,403,35,349692.78,3.0,7949.86,54742.22,1.74,Denied
33551.48,8,757,82,240174.31,4.0,9750.32,59131.33,1.76,Denied
51903.54,9,699,18,411661.88,2.8,-816.3,72517.74,1.4,Denied
54509.87,16,490,48,133202.95,3.9,3756.21,10233.29,0.19,Approved
41159.61,19,601,23,106593.53,3.3,6288.05,72091.01,1.75,Denied
53158.22,8,694,38,385720.63,2.5,9131.88,17973.55,0.34,Approved
56318.08,14,652,81,166057.75,2.8,-568.45,57812.09,1.03,Denied
47607.58,29,505,25,356954.86,2.7,5798.68,30807.23,0.65,Denied
58299.53,7,713,33,100185.71,3.1,8159.85,42983.87,0.74,Denied
44916.81,8,538,41,452900.37,3.0,8741.76,47847.19,1.07,Denied
40280.84,22,470,71,235812.0,3.5,1904.44,18111.9,0.45,Denied
48106.36,24,454,74,164571.68,2.7,549.63,39798.74,0.83,Denied
55880.32,17,802,68,331104.49,3.0,5532.12,71187.72,1.27,Denied
34595.51,8,533,53,103465.28,2.9,2364.95,14869.4,0.43,Denied
47952.52,11,723,37,435289.8,2.7,294.55,20924.96,0.44,Denied
57843.13,9,811,21,476718.39,3.4,2962.14,16946.03,0.29,Approved
45521.2,29,765,47,335023.78,3.9,8354.01,32306.7,0.71,Denied
32630.83,8,391,77,121569.7,3.4,160.49,45533.02,1.4,Denied
54445.92,4,432,24,439836.89,2.9,1681.48,51307.38,0.94,Denied
56804.0,22,844,30,30805.45,2.9,594.56,2678.23,0.05,Approved
53907.22,3,624,51,426842.52,3.9,6437.45,55772.11,1.03,Denied
48965.64,1,511,35,481329.3,2.8,6751.37,63720.54,1.3,Denied
